tokenId,weapons,faces,body,location,sport,pets,flowers,traffic,probability score,probability rarest,rare score,rare rarest
3844,🪓,🤐,👨‍💼👩‍💻,🏕️ 🟢,🤺 🟤,🐹,🌸 🔴,🛸,34.53710526,3766,1716,2214
3845,🦯,🤮 🟤,👨‍🔧👩‍🔧,🎪 🟢,🚶,🐷 🟢,🏵️,"""👄✖️3️⃣"" 🏎️ 🟣 🆙",39.71968151,1438,1522,1265
3846,🗡️ 🟢,"""👥 9️⃣"" 😴 🔵",👨‍⚕️👩‍⚕️,🌆,"""🗯️ 🆒"" 🏂 🔵","""💭✖️3️⃣"" 🦊 🟣 🆙",🍀,🚙,44.76901598,348,1462,1011
3847,"""🧠✖️0️⃣"" 🔨 🟡 🆙",😎,👨‍🎓👩‍🎓,🌅,🛀,🐵,🍀,🚤,31.56920486,5363,2291,6078
3848,🗡️,😡,👨‍💼👩‍💻 🟣,🎪,🚶,🦄,💮,🚲,29.77239972,6211,2332,6297
3849,"""🔱✖️1️⃣"" 🔧 🟡 🆙",😴,"""🀄 3️⃣"" 👨‍🎨👩‍🎨 ⚫",🏜️,🧗,🐮,🌹,🚌,37.32890443,2345,1981,3950
3850,🎸,🙄,👨‍💼👩‍💻,⛺ 🟠,🚣,🐮,🌺,⛵,28.7616884,6862,2490,7304
3851,🏹,😰 ⚪,👨‍🎨👩‍🎨,🏔️ 🔴,"""💜✖️6️⃣"" 🤸 🟡 🆙",🐷,🌺,"""🧠✖️🔣"" 🏎️ 🟣 🆙",43.95580629,450,1684,2081
3852,📌,"""🔸 5️⃣"" 😅 🟠",👨‍🔧👩‍🔧 🔴,🌉,🛀 ⚫,🐼,🌵,🏎️,37.34900135,2338,1760,2437
3853,⛏️,🤐 🟤,🤴👸,🏜️ 🔴,🏇,🐴,🌳,🚁,33.04880638,4501,2161,5355
3854,🪓,🤠,🤴👸,🏞️,⛹️,🐰,🍀 🟢,🚤,28.75879106,6864,2119,4979
3855,📌,😂,👨‍🍳👩‍🍳,🌆 🟢,⛷️ ⚪,🐨,🏵️,🚄,32.40591839,4826,2100,4801
3856,🔨,🥰,👨‍⚕️👩‍⚕️,🌋,⛷️,🐻,🌷,🚲,25.59513077,7778,2693,7794
3857,🔧,🤯,👨‍🏭👩‍🏭 🟤,🌃,🚶 🔴,🐨,🏵️ 🟠,"""📴 7️⃣"" 🚲 🟠",40.93485153,1058,1262,536
3858,🎸,🥰,👨‍🌾👩‍🌾,"""⭕✖️1️⃣"" 🏔️ 🟡 🆙",🏌️ 🟡,🐱,🍀,🏍️,34.38448679,3881,2067,4533
3859,📌,😄,🤴👸,🎢,🏇,🐰 🟡,🌸,🚜,28.05679051,7218,2385,6673
3860,⛓️,😂,👨‍🎨👩‍🎨,🏜️,🤺 🟠,🐰,🍀,🦽 ⚪,30.87921079,5905,2122,5004
3861,🎸,🤯 🟤,👨‍⚕️👩‍⚕️,🌅,🏂,🐶,🌵,"""🔱✖️2️⃣"" 🛩️ 🟣 🆙",34.42760674,3843,2123,5017
3862,🎸,🤠,👨‍⚕️👩‍⚕️ 🟣,"""📵 🔤"" 🎡 🔵",🏄 🔵,🐨,🌵,🚤,38.36023409,1861,1794,2628
3863,🪒,😂,👮‍♂️👮‍♀️ 🟤,🏔️,🕺,🐯,🌺,🏍️,28.93542074,6731,2336,6332
3864,🛠️,😃,👨‍🎨👩‍🎨 🟢,⛺ 🟤,🏇,🐼,🌺 🔴,🛩️,34.50449487,3788,1638,1862
3865,⛓️ ⚫,😆,👨‍🎨👩‍🎨,⛪ 🟡,⛷️ 🟡,🐵,💮 ⚪,🚐,40.34548187,1239,1367,798
3866,🧹,😄,👨‍🏭👩‍🏭,🏟️ 🟡,🏋️,🐵,💮,🚐 🟡,31.2185137,5695,2202,5652
3867,📌,😝 🟤,👨‍⚕️👩‍⚕️ ⚪,🎡,"""🆚✖️1️⃣"" 🧗 ⚪ 🆙",🐴,"""🛅✖️🔠"" 🌺 ⚪ 🆙",🚁 🟤,45.36872533,300,1067,224
3868,🗡️,🥰,👩‍🏫👩‍⚖️,🏟️ ⚫,🤽,🦊 🟣,🌳,🛵,32.49747372,4769,2074,4581
3869,🪒,"""📴 🔣"" 🤮 🔵",👨‍🏭👩‍🏭 ⚫,"""💙 🔢"" 🏔️ 🔵",🛌 🔴,🐱,🌺,🚙 🟢,43.61108706,495,1351,751
3870,💉,😨 🟣,👨‍🎓👩‍🎓 ⚫,🌆,🏊,🐯,🌳 🟢,🛩️ 🟣,37.56899866,2218,1385,835
3871,🖋️ 🟤,😘,👨‍🎓👩‍🎓,🏟️,🚴,🦄,🏵️ 🟠,🛸,32.58797516,4736,1915,3583
3872,🗡️,😴,👨‍🍳👩‍🍳,"""🆚✖️7️⃣"" ⛲ ⚪ 🆙",🕺,"""🛂✖️5️⃣"" 🐮 ⚪ 🆙",💮,"""🛅✖️5️⃣"" 🛩️ 🟣 🆙",42.08299669,805,1764,2456
3873,🛡️,🤮,👨‍🌾👩‍🌾,🎢,🛀,🐨,🌺,🛴,25.11066174,7999,2858,7999
3874,⛓️,😄,🤴👸,⛪,🤺 🟤,🐯,💮,🚲,28.78406321,6840,2423,6965
3875,🔧,🤐,"""🚸✖️6️⃣"" 👨‍🎤👩‍🎤 ⚪ 🆙",🏔️,🛀,🐴,🌻,🏎️,31.5562836,5376,2268,5977
3876,🎸,🙄 🟡,👨‍🏭👩‍🏭,🏟️,🛌 ⚪,🐰,🍀 🟠,🚙,37.13584491,2443,1618,1771
3877,"""❎ 🔟"" 🔫 🔵",😎,👨‍✈️👩‍✈️,🏔️,⛷️ ⚪,🐰,🌺 🟡,🦽,39.02227384,1641,1557,1451
3878,🛠️,😎 🟤,👨‍🎨👩‍🎨,🏖️,🕺,🐼,🌷,🏎️ 🟣,30.14406076,6090,2180,5522
3879,🛠️,"""👥 🔤"" 😴 ⚫",👨‍🏫👩‍🏫,🏙️,🚴,🐶,🌹,🚤,31.30630079,5602,2390,6709
3880,🧹,"""🚳✖️1️⃣"" 😅 ⚪ 🆙","""🔞✖️🔟"" 👩‍🏫👩‍⚖️ 🟡 🆙",🌋,🤸,🐼,🌸,🛺,36.90198437,2575,2129,5067
3881,🛡️,🤯,👨‍🏫👩‍🏫,🌆,🤾,🐱,🌵,🏎️,25.7449138,7592,2621,7536
3882,🪓,😅,👨‍🎨👩‍🎨,🎪,⛹️,🐨 🔵,🌷,🛵,28.34047138,7132,2310,6163
3883,💉,🤣,👨‍🏫👩‍🏫,🌇,"""💦 0️⃣"" 🏊 ⚫",🐵 🟢,🏵️,🚁,33.2005086,4433,2064,4506
3884,"""🈂️ 🔢"" 🖋️ ⚫","""🧠✖️2️⃣"" 😎 🟣 🆙",👨‍💻👩‍💻,🎪,"""💨✖️2️⃣"" 🤸 🟣 🆙",🐶,🌻,🚀,42.95181205,625,1687,2095
3885,🔧,🤣,👮‍♂️👮‍♀️,🎡,⛷️,"""💥✖️🔠"" 🐯 🟡 🆙",🌷 🟠,🛵 ⚫,36.24783941,2825,1536,1337
3886,⛓️,🤠,👩‍🏫👩‍⚖️,🌄 🟤,⛹️,🦁 🔵,🍀 ⚪,"""💨✖️🔢"" 🛴 🟡 🆙",40.87855627,1076,1283,587
3887,"""🧡 🆓"" 🛡️ 🔵",🤮,👨‍💼👩‍💻,🏖️ 🔵,🕺 🟡,🐯,🌳,🚄,38.92119903,1673,1839,2974
3888,🧯,🤣,👨‍🏫👩‍🏫,🏖️,🤸,🐶,"""💭✖️🔤"" 🌻 🟣 🆙","""🆚✖️🆒"" 🦽 ⚪ 🆙",37.6451703,2164,1834,2932
3889,"""⭕✖️7️⃣"" ⛏️ 🟡 🆙",😄 🔵,"""🚯 6️⃣"" 👨‍🎤👩‍🎤 ⚫",🌄,🤺,🐱 🟢,🏵️,🚀,43.26727764,569,1369,803
3890,🔨,😂,👨‍💼👩‍💻,🏜️,🛀,🐴,🌳,🚜,25.68104431,7666,2648,7630
3891,🪓,😡 🔴,👨‍🌾👩‍🌾,⛪,🛀,🐻 🟤,🌳,🚐,31.32023131,5588,2119,4980
3892,🦯,😃 ⚫,👨‍🔧👩‍🔧,🌄 🔴,🏊,🐵,🏵️,🛺 🔴,32.84777087,4599,2015,4152
3893,📌,😂,"""🗣️ 🆒"" 👨‍🚀👩‍🚀 🟠",⛲ 🟠,🚴,🐰 🟣,🌵,🚁 🟤,38.97551856,1662,1524,1274
3894,"""🔱✖️🔢"" 🦯 🟡 🆙",🤐,"""💜✖️8️⃣"" 🤴👸 🟡 🆙",🌋 ⚫,🏊,🦊,🌳,🏎️,40.8627564,1080,1796,2641
3895,"""👣✖️2️⃣"" 🛡️ 🟡 🆙",🥶,👨‍🍳👩‍🍳,🏙️,🏌️,🐵,🌺,🚙,31.65106387,5289,2321,6227
3896,🦯,😀,👨‍💼👩‍💻,🏕️,🛀 🟠,"""🛂✖️9️⃣"" 🦊 🟣 🆙",🌹,🚁,34.77765463,3550,2015,4153
3897,📌,🤯 🟢,🤴👸,🌇 🟤,🏂,🐱 🟤,🌳,🏍️ 🟤,34.47802616,3808,1651,1919
3898,🏹,🤯 🟢,👨‍🎨👩‍🎨,🌃 🟢,🚴,🐴,"""💜✖️3️⃣"" 🌷 ⚪ 🆙",🏍️,37.7827723,2092,1707,2178
3899,⛓️ 🟤,😅,👨‍💻👩‍💻,⛺,⛷️ ⚪,🐹,🌹,🚄,32.35732696,4848,2064,4507
3900,"""🚳✖️🆓"" 🦯 ⚪ 🆙",😄,👨‍🎨👩‍🎨,"""👣✖️🔢"" ⛪ 🟣 🆙",🕺,🐷 🟤,🌳,🛺 🔴,39.18963426,1580,1588,1605
3901,🖋️,🥰,👨‍🎤👩‍🎤,🌅,⛹️,"""🛂✖️2️⃣"" 🐰 ⚪ 🆙",🌷 🔴,🚁,34.63213325,3693,1822,2834
3902,🗡️,😆,👨‍✈️👩‍✈️,🏙️ ⚫,🛌 🔵,🐹,🌹 🟣,🚜,37.0425794,2502,1654,1934
3903,💉,😁 🔴,🤴👸 🟣,⛺,🛌,🐼,🍀,🚲,32.1811109,4944,2046,4359
3904,📌,😴,👨‍🎓👩‍🎓,🏜️,🚶,🐮,💮,🛵,25.62915112,7730,2686,7768
3905,🔦,"""🚮 4️⃣"" 😃 🔵",👩‍🏫👩‍⚖️,🏟️ 🔴,⛹️,🦄,🌷,🚌,33.95165176,4121,2182,5539
3906,🛠️,🤮,👨‍💻👩‍💻,🏙️,🤾,🦁,🏵️,⛵ 🟢,26.54359714,7394,2474,7240
3907,🦯,🤢,👨‍🔧👩‍🔧 🔴,🌋,🏊,🐯,🌺,🚄 🔴,29.55325147,6304,2201,5646
3908,🏹,😂,🤴👸,🌇,🚴,🐷,🌷,🛩️,25.3544281,7976,2762,7962
3909,🦯,😎,"""⭕✖️0️⃣"" 👨‍💼👩‍💻 ⚪ 🆙",🎡,🧗 🟡,🐹 🟠,🌳,🚀,37.71848213,2125,1635,1845
3910,🛡️,😂,👨‍🔧👩‍🔧,🌄,⛹️ 🟤,🐷,🌹,🚐,28.64224958,6958,2430,7006
3911,🖋️,"""🔰 🔢"" 😎 🔵",👨‍💼👩‍💻,🏔️,🧗,🐮,🌷,🚄,31.13744775,5768,2435,7039
3912,🪒 🟢,🤠,👨‍🚀👩‍🚀,🎢,🏂,🦁,🌺 🟣,🛸 ⚪,33.94973309,4123,1689,2109
3913,🪓,😝,👨‍✈️👩‍✈️ 🟤,"""👅 3️⃣"" 🏜️ 🔵",🤽,🐰,🌹,🚄,34.91830464,3449,2043,4331
3914,🦯,😆 🔴,👨‍🔧👩‍🔧 🟡,🎪,🏋️,🦄,🌷 ⚪,🚁 🟤,36.75713905,2645,1330,706
3915,🪒 ⚫,🥰,🤴👸 🟣,🏜️,🏂,🐰,🌳 🟠,🚁,36.69150378,2663,1548,1407
3916,🔨,🥶 ⚪,👨‍🏭👩‍🏭,🏕️ 🟤,🛀,🐮,🌸,🚙,32.07255905,5012,2252,5899
3917,🎸 🟤,🥰,👨‍🍳👩‍🍳,🏟️ 🔵,🤾,🐯,🍀 🟢,🚲,35.17346565,3291,1641,1869
3918,💉,🤐,👨‍🎤👩‍🎤,🏖️,🏌️ 🔵,🐰,🌸 🟢,⛵,32.85606722,4596,1846,3031
3919,🔧,"""💭✖️2️⃣"" 😝 ⚪ 🆙","""🗯️ 4️⃣"" 👨‍🎨👩‍🎨 ⚫",🌇,🤾,🐹,🍀,⛵,37.01799081,2511,2060,4468
3920,"""🧡 5️⃣"" 🪒 ⚫",🤯,👨‍✈️👩‍✈️,🎢 ⚪,"""❎ 2️⃣"" 🤽 ⚫",🐮,💮,🛩️,40.29690349,1257,1899,3469
3921,"""💹✖️🔟"" 📌 🟡 🆙",😆,👨‍🌾👩‍🌾,🏝️,🏌️,"""🀄 🔠"" 🦁 ⚫",🌼,🛩️ 🟣,38.07325771,1971,1724,2268
3922,🛡️,🤯,👨‍🎓👩‍🎓 🔴,⛲,🛌 🔴,🐷,🌺,🚙,31.42337494,5493,2113,4921
3923,📌 🔴,😎 🟢,👨‍🔧👩‍🔧,🌋,🧗 🔴,"""🚸✖️🆒"" 🐯 🟣 🆙",🌷,🏍️,40.94240027,1056,1500,1144
3924,🛡️,😴,👨‍🌾👩‍🌾,🎪,🏃,🐵,🌸 🟤,🚙,28.75661783,6866,2127,5055
3925,"""💹✖️🔢"" 🎸 🟣 🆙",😰,"""🗯️ 🆒"" 👨‍🔧👩‍🔧 ⚫",⛺,🚣,🐴,🌺 🔵,🚙 🟢,42.54169759,711,1292,606
3926,🛡️,😨,👨‍🚀👩‍🚀,🏞️,🤽,🐶,"""🈂️ 🔠"" 🏵️ 🟠",🏍️,31.91022551,5112,2144,5205
3927,"""🅿️✖️8️⃣"" 🔫 ⚪ 🆙",🤠,👨‍🔧👩‍🔧 🟣,🌅,"""🖤 🔤"" 🏋️ 🔵",🦁,🌸,🏍️,40.39518607,1221,1777,2519
3928,🧹,🤯,👨‍⚕️👩‍⚕️,🎡,🛀 🔴,"""🔰 3️⃣"" 🦁 ⚫",🌷,🚲,34.54434933,3761,2082,4643
3929,🛠️,😘,👨‍✈️👩‍✈️,🏕️,🚣,🐹,🌼,🚁,25.73771309,7600,2640,7595
3930,"""🚯 2️⃣"" 🔫 ⚫",😃,👨‍🌾👩‍🌾,"""🧠✖️8️⃣"" 🏟️ 🟡 🆙",🏄,🐨,🌳 🔴,🛴 🟡,41.1694765,1003,1377,819
3931,⛏️,😨,🤴👸,🏔️ 🟠,🏇,🐮,🍀,🦽,29.15378094,6570,2392,6734
3932,🪓,😆 🟤,👨‍💼👩‍💻,🎪,⛷️ 🟢,🐷,"""🗯️ 🔣"" 🌹 🟠",🏍️,38.50495919,1810,1585,1591
3933,🛠️,😃,👩‍🏫👩‍⚖️ ⚪,⛪,🛌,🐨,🏵️,🏍️,29.41272132,6392,2292,6081
3934,"""🤍✖️🔢"" 🗡️ 🟣 🆙",😡,👩‍🏫👩‍⚖️,🎢,🚣,"""🚼 🆒"" 🦁 🟠",🌹,🚁,36.37945974,2780,2056,4440
3935,"""🚫 🔟"" 🧯 🟠",😀 🟢,👩‍🏫👩‍⚖️,"""👀✖️🆓"" 🏕️ 🟡 🆙",⛹️,🐵,🌷,🏎️,40.0643461,1338,1864,3190
3936,🗡️,😅 🔵,🤴👸,🎢,🧗,🦁,💮,🚀 ⚫,30.67128881,5951,2213,5719
3937,⛓️,"""🆙 🆓"" 🙄 🔵",👩‍🏫👩‍⚖️,🎢,🤽,🐵,🌸 ⚫,🏍️,34.52809003,3773,1928,3655
3938,🛠️,😘,👮‍♂️👮‍♀️,🌁,"""🚼 🔢"" ⛷️ 🔵",🦊,🌹,🚜,31.20534476,5717,2416,6920
3939,🔦,🤠,👨‍🏫👩‍🏫,⛲,🚣 🟢,🐯,🏵️ 🔵,"""🔞✖️🆓"" 🛩️ 🟣 🆙",38.5808105,1782,1548,1408
3940,💉 🟣,🤣,👨‍⚕️👩‍⚕️,🌄,🛀,"""🤍✖️8️⃣"" 🐯 🟡 🆙",🌼,🚄 🔴,36.40918672,2767,1785,2567
3941,🧯,🤢,"""👥 5️⃣"" 👨‍🌾👩‍🌾 🟠",🌄,"""💙 🔠"" 🏇 🟠",🐯,🌺,🚁,37.05017433,2499,2102,4817
3942,🪒,😅,👨‍🎨👩‍🎨,🏞️,🏋️,🐴,🌼 🟡,🛩️,29.69354728,6235,2135,5118
3943,⛓️,😄,👨‍✈️👩‍✈️,🏝️ 🟠,"""💨✖️🔢"" 🚣 🟡 🆙","""🔞✖️7️⃣"" 🐮 🟣 🆙","""💜✖️1️⃣"" 🌺 🟡 🆙","""🚼 2️⃣"" 🚀 ⚫",53.12281166,15,932,99
3944,🔨,😆,👨‍🚀👩‍🚀,🏕️,🕺,🦁,🌺,🚄,25.68276638,7665,2698,7814
3945,🔫,😎,👨‍🍳👩‍🍳,🏔️,🛌 🟣,🦊,🌳 🟤,⛵,32.85612542,4595,1894,3428
3946,🛠️,🥶,👨‍🎤👩‍🎤,⛲,🏌️,🐻 🟢,🌸,🚄,27.56650728,7271,2369,6552
3947,🗡️,🤠 🟢,👨‍🌾👩‍🌾 🟤,"""🧠✖️🔠"" 🏟️ ⚪ 🆙",🏇,🐨,🌺 🟠,🚲,41.47032461,927,1385,836
3948,🔧,"""💚✖️8️⃣"" 🤢 🟡 🆙",👨‍🏫👩‍🏫,🏜️ 🟣,⛷️,🐮,🌳,🚙,34.42469052,3845,2156,5316
3949,🧯,🤯,👨‍🔧👩‍🔧,🌋,🏃,"""📴 🔤"" 🐹 🟠",🌺,🚜,31.37742712,5539,2382,6647
3950,🧯,😘 ⚫,👨‍🌾👩‍🌾,🏕️,🤽,🐶,🏵️,🏎️,29.35449181,6430,2387,6685
3951,🗡️,🤢,👨‍🔧👩‍🔧,🎪,"""🔸 🔟"" 🏌️ ⚫",🐵 🔴,💮,🚤,33.34801261,4359,2060,4469
3952,🪒 🟤,🤣,👨‍⚕️👩‍⚕️,🏖️,🚴,🐴,🌳,🛸,28.40648356,7097,2430,7007
3953,🔧 🔴,🤯,👨‍✈️👩‍✈️,🌁,🚣,🐹,🌵,🏎️ 🟣,30.36358897,6027,2174,5480
3954,"""🧡 🆓"" 🎸 ⚫",🤯 🔵,👨‍🏫👩‍🏫,🏙️,🚴,🦁,💮,🛸 ⚪,36.80588364,2622,1903,3497
3955,🔦,😀,👨‍🏭👩‍🏭,🌋,🏃,🐮,🏵️ ⚪,🛴,29.16219881,6559,2194,5607
3956,⛓️,😝,"""🛅✖️0️⃣"" 👨‍⚕️👩‍⚕️ ⚪ 🆙",⛺,🏄 ⚪,🐴,🌸,"""🔰 🆓"" 🚌 🟠",41.14898244,1005,1797,2652
3957,"""🔸 8️⃣"" 🧯 🟠",😅,👨‍🚀👩‍🚀,🌋,🏊 🔴,🐨,🌻 🟤,🛩️,37.73116831,2121,1624,1792
3958,⛏️,😀,"""🔱✖️🔢"" 👨‍🎤👩‍🎤 ⚪ 🆙",🌆,🤽,🐴,🌷,"""🧡 3️⃣"" 🚲 🟠",37.19452155,2411,2023,4195
3959,🏹,😂,👨‍🌾👩‍🌾,"""💭✖️🆓"" 🎡 🟡 🆙","""🚫 1️⃣"" 🏌️ 🔵",🐹,🌸,🚌,35.92670992,2952,2233,5820
3960,🔧,😆,👨‍✈️👩‍✈️,🎢,🚶 🟤,🐵,🌹,🚀,28.37763394,7110,2368,6544
3961,🧯,🤠,👨‍🎤👩‍🎤,⛺,🏇,🐰 🟣,🌹,🚁,28.26396555,7166,2355,6452
3962,🔧,😝 🟠,👨‍🎓👩‍🎓 🔴,🌁,"""🚮 🔢"" 🏌️ 🔵",🐰,🌻 🟢,🛩️,41.00290564,1039,1344,737
3963,🛠️ 🟢,🤣,👨‍🔧👩‍🔧 🔵,🏔️ 🔴,🕺,🐰,💮,🦽,35.51187677,3126,1811,2755
3964,🛡️,😰,👨‍💼👩‍💻,⛪,🏊,🐵 🟢,🌹,🏎️ 🟣,29.37922276,6412,2047,4365
3965,🗡️,"""🆙 8️⃣"" 🙄 🔵",👨‍💼👩‍💻,🏜️ 🟤,🏌️,🦁,💮,🛸,34.28932139,3944,2261,5942
3966,🦯,🥶,🤴👸,"""👄✖️8️⃣"" 🏝️ ⚪ 🆙",🏌️,🐶,💮 ⚪,🚲,33.6074115,4260,1884,3359
3967,🧯,😂 🔴,👨‍🏭👩‍🏭,"""💦 2️⃣"" 🌅 ⚫",🛀 🟣,🐱,🌻,🚄,38.76202382,1725,1764,2457
3968,🔫 🟤,😡,👨‍🎨👩‍🎨 🟢,🏔️,🕺 ⚪,🐷,"""🚫 🔟"" 🌺 ⚫",🛺,42.21332144,778,1260,529
3969,🗡️ 🔴,😀,👨‍✈️👩‍✈️ 🔵,🌆,🛌,🐶 🟠,💮,🏍️,35.53664756,3119,1719,2231
3970,🏹,😆,👮‍♂️👮‍♀️ ⚪,🎢 🟢,🏇 🟣,🐷,💮,🏎️ 🟣,37.92787614,2026,1616,1758
3971,🗡️,🤐,👮‍♂️👮‍♀️ 🟤,🏔️,"""🛃 9️⃣"" 🏂 🟠","""📵 🔣"" 🦄 ⚫",🌸,🛸,39.44557277,1509,1791,2605
3972,🖋️,🤠,👨‍⚕️👩‍⚕️,⛩️ 🟠,⛹️,"""❎ 3️⃣"" 🦄 🔵",🍀 🔴,🛸 ⚪,40.49414215,1199,1320,673
3973,"""💭✖️🔠"" 💉 🟡 🆙",😰,👨‍💼👩‍💻,🏙️,🛌,🦄 🔵,🌵,🛩️,33.57375099,4278,1975,3926
3974,🧯 ⚪,🤐,👨‍🌾👩‍🌾,🌅 🟠,🚶 🟤,🐼,"""🔸 1️⃣"" 🌷 🔵",🚙 🟢,43.52014161,516,1147,318
3975,🛠️,😂,👨‍🏫👩‍🏫,🌇,🧗 ⚪,"""🚼 9️⃣"" 🐹 ⚫",🌹,🚙 🟢,36.77492714,2633,1818,2810
3976,🛡️,😝,👨‍🏫👩‍🏫 ⚫,🌆,🛌 ⚫,🐵,🌷,🚤,33.14175374,4463,2043,4332
3977,🛡️,😨,👩‍🏫👩‍⚖️ 🟣,🌅,🚣,🐱,🌳,⛵,29.20491404,6529,2260,5936
3978,🗡️ 🔵,😎,👨‍🎨👩‍🎨,🏟️,🏂 🟤,🐷,🌵 🔵,🛸,36.16906691,2855,1645,1894
3979,🔦,😴,👨‍⚕️👩‍⚕️,⛲,🤺,🐯,🌻 ⚫,🚌,29.60166073,6280,2127,5056
3980,🦯,😁,👨‍⚕️👩‍⚕️,"""🈂️ 6️⃣"" 🌁 🔵",🛌,🐮,🍀 🟣,🚁,33.91861564,4139,1954,3808
3981,📌,😅,👨‍💻👩‍💻,🌄,🏂,🐷,🌻,🚤,25.9351793,7452,2554,7416
3982,💉,🤣,"""👄✖️1️⃣"" 👩‍🏫👩‍⚖️ 🟣 🆙",⛺,⛷️,🐻,🌹,"""👅 2️⃣"" 🚀 ⚫",37.28756407,2363,1991,4005
3983,"""⭕✖️🔤"" 🏹 🟣 🆙",😡,👨‍🏫👩‍🏫,🌇,"""🧡 0️⃣"" ⛷️ 🟠",🦄,🌵,🚐,36.94163507,2553,2101,4808
3984,🧹 🟢,🤮,👨‍🌾👩‍🌾,🎡,🕺,🦁 🟠,💮,🚄 🔴,32.3648608,4843,1925,3642
3985,🧹,😅,👨‍✈️👩‍✈️,🎢 🟤,🤺,🐯,🌸,⛵,28.50393327,7038,2447,7112
3986,🔧,🥰,👨‍🎓👩‍🎓,🏔️,🏊,🐨,🏵️ 🔵,🏎️,29.26860286,6488,2202,5653
3987,🧹 🟢,😃,👩‍🏫👩‍⚖️ 🟤,🎡,🏋️,🦊,🌹,🛸,31.69862189,5254,2102,4818
3988,📌,🤐 ⚫,👨‍🌾👩‍🌾,🌋 🟢,"""🚫 🔤"" 🏌️ 🔵",🦁,🌳,🛴,38.30382322,1881,1942,3741
3989,🔨,😴 🔴,👨‍🚀👩‍🚀,🏟️ 🔴,🤽,"""💢 0️⃣"" 🐶 🔵","""💭✖️🆓"" 🌼 🟡 🆙",🚄,43.2978041,557,1279,581
3990,⛏️,🤐,👩‍🏫👩‍⚖️,🏞️,🤾,🦄,🌸,🏍️ 🟤,26.46434921,7405,2523,7377
3991,🏹,🥶,👨‍⚕️👩‍⚕️,🏟️,🚣,🐻,🌷,🦽 ⚪,27.12499139,7338,2476,7247
3992,🔨,😄,👨‍🌾👩‍🌾,🎪,"""🚳✖️9️⃣"" 🏇 🟣 🆙",🐰 🟡,🌺,🚐,33.78472236,4208,2100,4802
3993,🪒,😁,👮‍♂️👮‍♀️,🏕️,⛹️,🐨,💮,🛵,25.88319963,7474,2623,7543
3994,🧯,😘,👨‍🎨👩‍🎨,🌋,🏋️,🐰,💮,"""💹✖️🔤"" 🛴 🟡 🆙",31.53086552,5393,2331,6291
3995,🔨,🤠,👮‍♂️👮‍♀️,🏖️,"""🀄 🔣"" 🛀 🟠",🦊,🏵️,🚤,31.46406256,5449,2328,6263
3996,🔫,😨,👨‍🏭👩‍🏭,🏟️,🏃,🐻,🌳,🚲,25.60717965,7765,2673,7715
3997,🧯,😡,👨‍✈️👩‍✈️ 🔵,🎢,🏇,🦄,🌳,🛩️,28.98484491,6702,2358,6478
3998,🖋️ 🟠,😘,👨‍🔧👩‍🔧,🌃,🚴,🐱,🌵 🟢,🛺 🔴,35.15141476,3304,1669,2010
3999,🎸,😝,👨‍✈️👩‍✈️,🌅 🟢,🛀 🔴,🦊,🌵,🚤,31.82050241,5163,2146,5224
4000,🏹,😝 🟠,"""🚮 2️⃣"" 👨‍✈️👩‍✈️ 🔵",🎡 ⚫,⛹️ ⚫,🐯,🌷,🚀,43.23312238,577,1550,1418
4001,🦯,"""🛂✖️3️⃣"" 😴 🟡 🆙",👨‍🎤👩‍🎤,🌅,🏇,🐯 ⚪,🌵,🚙,33.19731245,4435,2035,4273
4002,🛡️,"""❎ 🔢"" 😡 ⚫",👨‍🍳👩‍🍳,🏙️ 🟤,🚣 🔵,"""🆙 🆓"" 🦁 🟠",🌵,🛸,43.11509235,600,1539,1354
4003,🔧,😁,👨‍💼👩‍💻 🔴,🏙️ 🟤,🚶,"""👥 🔤"" 🐶 🟠",🌳,⛵,37.60164159,2197,1668,2004
4004,🧯,🤣,👨‍⚕️👩‍⚕️,🌋,🤸,🐴,🌻 🔴,⛵ 🟢,29.3472912,6435,2008,4097
4005,🧹,😰,👨‍⚕️👩‍⚕️,🎡,🏄 🟢,🐯,🌹,🚄 🔴,29.65711724,6250,2202,5654
4006,🪒,😅 🟣,👮‍♂️👮‍♀️,🌆 🟤,⛷️,🐰,🌷,"""🤍✖️🆒"" 🏎️ 🟣 🆙",38.59907495,1777,1820,2824
4007,🔨,😨,👮‍♂️👮‍♀️,🏜️,🏋️,🐵,🌼 🟣,🛸,29.73167571,6224,2141,5170
4008,🗡️,😁,👨‍🌾👩‍🌾,🏕️,🏄,🦁 🟠,💮,"""🚱✖️2️⃣"" 🛩️ 🟣 🆙",34.4812163,3805,1986,3976
4009,🛠️,😅 🟤,👨‍💻👩‍💻,🏜️,🧗,🐱 🟤,🌵,🚜,30.81617196,5916,2091,4719
4010,"""🦴 4️⃣"" 🦯 🔵",😝 🟤,🤴👸,"""💚✖️🔢"" 🏜️ 🟣 🆙",🤺,🐵,🌺,"""💭✖️5️⃣"" 🛴 🟡 🆙",45.19169837,312,1576,1547
4011,⛓️,😨,👨‍✈️👩‍✈️,🎡 🔴,⛷️,🐨,🌼,🚐,28.16402911,7197,2453,7147
4012,🔨,🥰 🔴,👨‍🍳👩‍🍳,🎡,⛹️,🐱,💮,🚌,28.62287196,6970,2387,6686
